_id,id,username,followers,text,hashtags,language,created
ObjectId(5e5cf4f308013f04e616f46e),1.23E+18,KPutchi,0,"RT @AxianXinema: Peter Parker seduced by Harry
Full👉 https://t.co/MjHMo069dK https://t.co/luv16lL5QO",[],en,2020-03-02T11:58:38.000Z
ObjectId(5e5cf4f308013f04e616f46f),1.23E+18,onlythefearhaz,1217,"RT @HarryNextToLou: [2010, txf]

Harry: Let's play twenty questions

Louis: Ok sure, what's your favourite colour?

Harry: Triangle! My tur…",[],en,2020-03-02T11:58:38.000Z
ObjectId(5e5cf4f308013f04e616f470),1.23E+18,SussexLove1,440,"Confirmed we will see the Harry and Meghan next Monday at the Commonwealth Day Service at Westminster Abbey! 🎉

📸 P… https://t.co/eMj67rkVLx",[],en,2020-03-02T11:58:38.000Z
ObjectId(5e5cf4f308013f04e616f471),1.23E+18,xKissableStyles,2715,RT @xlinetterayx: Harry sing I Put a Spell On You from Hocus Pocus on Halloween challenge,[],en,2020-03-02T11:58:38.000Z
ObjectId(5e5cf4f408013f04e616f472),1.23E+18,MariaGa91000049,2166,RT @LeanaMLong1: @harrypetsanis And thank you for being inspirational and motivating! Some days you are just what I need to read and many t…,[],en,2020-03-02T11:58:39.000Z
ObjectId(5e5cf4f408013f04e616f473),1.23E+18,NancyBo26903857,177,"@ForecasterEnten Harry,

MANY Republicans support impeachment 
AND BIDEN!!!

Buttigieg would make a great VP runnin… https://t.co/20HydPojlV",[],en,2020-03-02T11:58:39.000Z
ObjectId(5e5cf4f508013f04e616f474),1.23E+18,dykwyaharry,1891,"RT @meetmeinmyheart: Why am I imagining Harry scolding their kids and the kids thinking they got off easy since it’s only him, then Louis a…",[],en,2020-03-02T11:58:40.000Z
ObjectId(5e5cf4f508013f04e616f475),1.23E+18,thedailybumbler,1078,RT @2Northdown: TONIGHT! THE GRAND FINAL! MADDIE CAMPION! ROB COPLAND! ERIKA EHLER! LOTTIE FIELD! BELLA HULL! POPE LONERGAN! LEO REICH! WIL…,[],en,2020-03-02T11:58:40.000Z
ObjectId(5e5cf4f608013f04e616f476),1.23E+18,adoreyouren,631,RT @fleetwoodsugar: Harry would be a virgin physiotherapist teacher florist flower shop coffee bar owner if he wasn’t a musician,[],en,2020-03-02T11:58:41.000Z
ObjectId(5e5cf4f608013f04e616f477),1.23E+18,ravhoran,217,RT @hsdaily: “Watermelon Sugar is about definitely the euphoria of kinda being in love with someone. It’s similar to Adore You but it's mor…,[],en,2020-03-02T11:58:41.000Z
ObjectId(5e5cf4f608013f04e616f478),1.23E+18,horanlisa8,51,RT @lwtkissies: did he really say this same thing 8 years ago while looking at louis 💀 https://t.co/DCsen3wWb7,[],en,2020-03-02T11:58:41.000Z
ObjectId(5e5cf4f708013f04e616f479),1.23E+18,bandsxmarvelx,1971,RT @bestHvocals: The fact that 2020 harry styles sings Sign Of The Times even better than the studio version just shows how much he develop…,[],en,2020-03-02T11:58:42.000Z
ObjectId(5e5cf4f808013f04e616f47a),1.23E+18,smaualisha,3,"larry social media au ★彡

harry styles is a 20 year old university student who happens to fall in love with louis t… https://t.co/PNzyGQcgMU",[],en,2020-03-02T11:58:42.000Z
ObjectId(5e5cf4f808013f04e616f47b),1.23E+18,sunluflowervol6,34,#NAME?,[],en,2020-03-02T11:58:43.000Z
ObjectId(5e5cf4f808013f04e616f47c),1.23E+18,tumblvrx,1030,RT @lwtkissies: did he really say this same thing 8 years ago while looking at louis 💀 https://t.co/DCsen3wWb7,[],en,2020-03-02T11:58:43.000Z
ObjectId(5e5cf4f808013f04e616f47d),1.23E+18,FancyTrousers_H,315,RT @7Osharry: Harry saying “having sex &amp; feeling sad” on loop to bless yalls timeline. https://t.co/8R1x3naaZj,[],en,2020-03-02T11:58:43.000Z
ObjectId(5e5cf4f808013f04e616f47e),1.23E+18,yadispetcher,6,RT @harrysenigma: Fuck it Harry Styles dancing with a fan to Stupid Love by Lady Gaga in a club in a But Daddy I Love Him shirt on the tl h…,[],en,2020-03-02T11:58:44.000Z
ObjectId(5e5cf4fa08013f04e616f47f),1.23E+18,brenbrenchie,2791,RT @Jasamgurlie: It is fascinating watching these old docs about Prince Harry. The narrative was always how hostile he was towards the pres…,[],en,2020-03-02T11:58:45.000Z
ObjectId(5e5cf4fa08013f04e616f480),1.23E+18,kapp3asia,28,"RT @rockerlwt: but daddy i                    woman
love him                     are smarter.…",[],en,2020-03-02T11:58:45.000Z
ObjectId(5e5cf4fa08013f04e616f481),1.23E+18,Gertsroyals,10832,"Royal Attendance confirmed at Commonwealth Day Service next Monday at @wabbey: 
The Queen 
Charles &amp; Camilla
Willia… https://t.co/KTBdVUPxEZ",[],en,2020-03-02T11:58:45.000Z
ObjectId(5e5cf4fa08013f04e616f482),1.23E+18,romart32,1247,RT @historylvrsclub: Debbie Harry and the Muppet Scouts. More photos here: https://t.co/rghGcpNcHI https://t.co/88nFp2cUBG,[],en,2020-03-02T11:58:45.000Z
ObjectId(5e5cf4fa08013f04e616f483),1.23E+18,Steviebreech,5403,But don’t forget he is leaving because our front office is full of morons,[],en,2020-03-02T11:58:45.000Z
ObjectId(5e5cf4fb08013f04e616f484),1.23E+18,Noseystafford,695,"RT @ukreloaded: Good point made by Dan Hodges this morning..

Criticise Diane Abbott - Racism
Criticise Meghan Markel - Racism
Criticise Pr…",[],en,2020-03-02T11:58:46.000Z
ObjectId(5e5cf4fc08013f04e616f485),1.23E+18,aldilanurfitrii,213,"RT @goldnzarry: zayn: ""she plays with my heart and emotion i give her my love and devotion""

harry: ""you've got my devotion
but man, i can…",[],en,2020-03-02T11:58:47.000Z
ObjectId(5e5cf4fc08013f04e616f486),1.23E+18,ostylinsonn,263,RT @pancakekissy: harry said he would be a virgin if he weren’t a music artist but i probably would’ve lost my virginity a lot sooner if i…,[],en,2020-03-02T11:58:47.000Z
ObjectId(5e5cf4fc08013f04e616f487),1.23E+18,prfctrare,1744,#NAME?,[],en,2020-03-02T11:58:47.000Z
ObjectId(5e5cf4fe08013f04e616f488),1.23E+18,letitgogetout,178,RT @cherrycanyons: y'all have lost all ur braincells if u don't agree harry's at his peak rn like he literally is the most attractive man o…,[],en,2020-03-02T11:58:49.000Z
ObjectId(5e5cf4ff08013f04e616f489),1.23E+18,bandsxmarvelx,1971,RT @harrysenigma: Fuck it Harry Styles dancing with a fan to Stupid Love by Lady Gaga in a club in a But Daddy I Love Him shirt on the tl h…,[],en,2020-03-02T11:58:50.000Z
ObjectId(5e5cf50008013f04e616f48a),1.23E+18,newhopereinex,819,RT @HSHQ: Tune in now to listen to Harry’s @iheartradio Secret Session on Hit Nation: https://t.co/K9LpsJsXoK #iHeartHarryStyles https://t.…,"[{""text"":""iHeartHarryStyles"",""indices"":[110,128]}]",en,2020-03-02T11:58:51.000Z
ObjectId(5e5cf50008013f04e616f48b),1.23E+18,Judy69472673,350,#NAME?,[],en,2020-03-02T11:58:51.000Z
ObjectId(5e5cf50008013f04e616f48c),1.23E+18,sophietalia,264,"Wow 
Ok can we officially cancel Harry Potter or something now? Let’s just pretend it doesn’t exist... no that’s no… https://t.co/ytO70CRXYc",[],en,2020-03-02T11:58:51.000Z
ObjectId(5e5cf50008013f04e616f48d),1.23E+18,Clynna1L,78,"RT @rolexbeach: @Murky__Meg #Megxit has literally erased every little sign of her negritude, showing that who really despises black people…","[{""text"":""Megxit"",""indices"":[28,35]}]",en,2020-03-02T11:58:51.000Z
ObjectId(5e5cf50208013f04e616f48e),1.23E+18,Kkh291,18,"New neighbours rally round Harry and Meghan to keep paparazzi at bay 
Neighbors of Harry &amp; Meghan (Baby Archie): U… https://t.co/m3fx6qZFk3",[],en,2020-03-02T11:58:53.000Z
ObjectId(5e5cf50308013f04e616f48f),1.23E+18,amritaa_1,1195,RT @narryscosmos_: DO YALL REMEMBER WHEN HARRY SANG BIG BROWN POO INSTEAD OF GOTTA BE YOU AND THEN STARTED CACKLING AT HIMSELF?? PLEASE VET…,[],en,2020-03-02T11:58:54.000Z
ObjectId(5e5cf50308013f04e616f490),1.23E+18,leavcthecitv,168,u didn't have to,[],en,2020-03-02T11:58:54.000Z
ObjectId(5e5cf50508013f04e616f491),1.23E+18,Jesxya,565,"RT @beaadmires1D: Girls don't want boyfriends. They want Niall Horan, Louis Tomlinson, Liam Payne, Harry Styles and Zayn Malik to have a go…",[],en,2020-03-02T11:58:56.000Z
ObjectId(5e5cf50708013f04e616f492),1.23E+18,goldensangeI,411,"RT @harrymoonchild: Harry tipsy dancing in his 'but daddy I love him's shirt, pearls and pink nails barefoot with a fan is the sweetest thi…",[],en,2020-03-02T11:58:58.000Z
ObjectId(5e5cf50708013f04e616f493),1.23E+18,tpwkmfs,265,"RT @Wicked_Archer: Ariel was 16 when she left home to be with the person she loved.
Harry was 16 when he left home to be with the person he…",[],en,2020-03-02T11:58:58.000Z
ObjectId(5e5cf50708013f04e616f494),1.23E+18,urlocalgasser,52,RT @narryscosmos_: DO YALL REMEMBER WHEN HARRY SANG BIG BROWN POO INSTEAD OF GOTTA BE YOU AND THEN STARTED CACKLING AT HIMSELF?? PLEASE VET…,[],en,2020-03-02T11:58:58.000Z
ObjectId(5e5cf50808013f04e616f495),1.23E+18,AdPWonk,202,"RT @NLacunzaCFO: 📸| “Golden - Harry Styles”

(Via IG Stories @/natalialacunza) https://t.co/kD60jLhGPy",[],en,2020-03-02T11:58:59.000Z
ObjectId(5e5cf50808013f04e616f496),1.23E+18,unathi__m,410,RT @BinweA: Honestly just RTing cause there’s no way this photo isn’t good luck,[],en,2020-03-02T11:58:59.000Z
ObjectId(5e5cf50908013f04e616f497),1.23E+18,aisyxhs99,157,"RT @PotterWorldUK: ""It's true then, what they're saying on the train. Harry Potter has come to Hogwarts."" – Draco Malfoy https://t.co/0qIcK…",[],en,2020-03-02T11:59:00.000Z
ObjectId(5e5cf50908013f04e616f498),1.23E+18,shiningsannie,627,"RT @myshinelightatz: there's tons of harry potter related post on my tl recently so atinys, who's your bias/biases in ateez and what's your…",[],en,2020-03-02T11:59:00.000Z
ObjectId(5e5cf50a08013f04e616f499),1.23E+18,dxstinyy00,381,RT @jasebyjason: Hoes mad!,[],en,2020-03-02T11:59:01.000Z
ObjectId(5e5cf50b08013f04e616f49a),1.23E+18,MrSwagnew,553,Man frogs don’t get enough love. Butterflies stole all the shine in the metamorphosis game,[],en,2020-03-02T11:59:02.000Z
ObjectId(5e5cf50b08013f04e616f49b),1.23E+18,babypavlikovsky,328,"RT @sydina_: new account!! im looking for mutuals so rt if you stan:

-ianowt 
-stanley barber
-syd novak
-dina 
-sofia bryant
-IT
-wyatt o…",[],en,2020-03-02T11:59:03.000Z
ObjectId(5e5cf50c08013f04e616f49c),1.23E+18,KylieRay77,19,"RT @BROWNSKINVOL6: anyways here’s a thread no one asked for,,
#PROOF Adore You by Harry Styles is about Tracee Ellis Ross https://t.co/fEID…","[{""text"":""PROOF"",""indices"":[62,68]}]",en,2020-03-02T11:59:03.000Z
ObjectId(5e5cf50c08013f04e616f49d),1.23E+18,BessieBuckle1,760,"RT @PhoebeDinsmore_: “The Met Gala is for the Who’s Who of showbusiness.  Naturally Meghan was one of the first names on the guest list"". “…",[],en,2020-03-02T11:59:04.000Z
ObjectId(5e5cf50d08013f04e616f49e),1.23E+18,___wannabeyours,1316,RT @Iondunn: omg Harry is that drunk girl in a bathroom I love it,[],en,2020-03-02T11:59:04.000Z
ObjectId(5e5cf50e08013f04e616f49f),1.23E+18,MuseKhaotic,403,"RT @Purify_toast17: Meghan Hater:  Runs to SussexRoyal Instagram

Also Meghan Hater: Complains about how Meghan is on the SussexRoyal Insta…",[],en,2020-03-02T11:59:05.000Z
ObjectId(5e5cf50e08013f04e616f4a0),1.23E+18,ana_captures,1463,RT @marieclaireuk: Prince Harry and Meghan Markle's statement about staying positive is going viral https://t.co/Qdjz7Lk6WM https://t.co/M9…,[],en,2020-03-02T11:59:05.000Z
ObjectId(5e5cf50f08013f04e616f4a1),1.23E+18,Ahmaditaliano,4743,"RT @gladhill_in: Greetings Harry :) Have a wonderful weekend, and thank you for your expressions and inspiration of life. Hugs my friend💜☯️…",[],en,2020-03-02T11:59:06.000Z
ObjectId(5e5cf50f08013f04e616f4a2),1.23E+18,saharaguts,228,@WestminsterWAG @carriesymonds just like you were to meghan @WestminsterWAG !!! you truly are a hypocritical and vi… https://t.co/i6uKm6GGXX,[],en,2020-03-02T11:59:06.000Z
ObjectId(5e5cf50f08013f04e616f4a3),1.23E+18,Promisee__1D,151,"RT @UpdateHL: -Harry using water as a theme.

©️ENTERCOM",[],en,2020-03-02T11:59:06.000Z
ObjectId(5e5cf50f08013f04e616f4a4),1.23E+18,FrancesMMW,75,RT @Jasamgurlie: It is fascinating watching these old docs about Prince Harry. The narrative was always how hostile he was towards the pres…,[],en,2020-03-02T11:59:06.000Z
ObjectId(5e5cf51008013f04e616f4a5),1.23E+18,Carious1,175,@Violet48438232 @thomaschattwill There is no evidence god exists. There is plenty of evidence that things occur the… https://t.co/oAmr7jGK9h,[],en,2020-03-02T11:59:07.000Z
ObjectId(5e5cf51108013f04e616f4a6),1.23E+18,ilwethh,2157,"RT @oneolddirection: If you weren’t a music artist what would you be??

Harry: A VIRGIN. 

I screamed. https://t.co/BDWlg1fOAV",[],en,2020-03-02T11:59:08.000Z
ObjectId(5e5cf51108013f04e616f4a7),1.23E+18,sapphicshe,952,editor's note aka my note: i tried my best to make harry not looking THAT pale with this filter but i failed i'm so… https://t.co/rstKLkkfIQ,[],en,2020-03-02T11:59:08.000Z
ObjectId(5e5cf51108013f04e616f4a8),1.23E+18,Maria35560477,128,RT @shesvinyl: so you’re saying harry styles isn’t a virgin?!?!?? this is the worst day of my life 😭😭😭🙁🙁😫😫😫😤😤😤😤😤😡😡🤬🤬🤬😫😫😫😫😫😫😫🤪🤪😤😤😤😤😤😤😤😳😳😳😳ht…,[],en,2020-03-02T11:59:08.000Z
ObjectId(5e5cf51108013f04e616f4a9),1.23E+18,tpwkmfs,265,RT @fleetwoodsugar: Harry would be a virgin physiotherapist teacher florist flower shop coffee bar owner if he wasn’t a musician,[],en,2020-03-02T11:59:08.000Z
ObjectId(5e5cf51208013f04e616f4aa),1.23E+18,Ahmaditaliano,4743,RT @AliApow: @harrypetsanis We are blessed to have you and your insights Harry. Thank you for sharing 🙏🏽🙏🏽🤗,[],en,2020-03-02T11:59:09.000Z
ObjectId(5e5cfaaaedc8c2e5310bee2b),1.23E+18,gegegrazon,993,#NAME?,[],en,2020-03-02T12:23:01.000Z
